movie,url,reviewer,score,review
the_trouble_with_jessica,https://www.rottentomatoes.com/m/the_trouble_with_jessica,"Daniel M. Kimmel
North Shore Movies",0.6,"“The Trouble With Jessica” is less about the dead body than about the problems of the other characters, and how far they’re willing to go to get out of an increasingly messy situation."
the_trouble_with_jessica,https://www.rottentomatoes.com/m/the_trouble_with_jessica,"Andrea Chase
Killer Movie Reviews",0.8,"Literate and deadpan, this wildly funny black comedy of ethics is a monumental adrenalin rush that will make you squirm and crave a clafouti."
the_trouble_with_jessica,https://www.rottentomatoes.com/m/the_trouble_with_jessica,"Alan Zilberman
Spectrum Culture",0.5,"The best black comedies require the courage of their conviction, a need to push the premises to their logical conclusion. Absent any such logic, The Trouble with Jessica finds a conclusion that is worse than illogical. It is safe."
the_trouble_with_jessica,https://www.rottentomatoes.com/m/the_trouble_with_jessica,"Julian Roman
MovieWeb",0.6,"The Trouble with Jessica is a bitingly satirical, well-acted black comedy that runs out of steam after milking its clever premise dry. Director/co-writer Matt Winn packs a wallop in the film's taut and meticulously executed first act."
stolen_time,https://www.rottentomatoes.com/m/stolen_time,"Tony Medley
CWEB.com",0.8,"...reveals the tawdry, untold story about for-profit nursing homes in Canada. This is a movie that everyone should see if they are considering going into a nursing home or committing a relative to one."
stolen_time,https://www.rottentomatoes.com/m/stolen_time,"Nora Lee Mandel
Maven's Nest",0.7,Profiles passion and anger of Canadian litigator Melissa Miller as she puts in long hours on class actions (called there “mass torts”) for systemic change and distraught family law suits against for-profit nursing homes/long term care facility chains.
cheech_and_chongs_last_movie,https://www.rottentomatoes.com/m/cheech_and_chongs_last_movie,"Bill Newcott
The Saturday Evening Post",0.6,"Marin pauses by a parked motorcycle. “Is this Dave’s bike?” he asks. If you need that joke explained to you, then you might not be the target audience for Cheech & Chong’s Last Movie."
warfare,https://www.rottentomatoes.com/m/warfare,"Rachel Ho
Exclaim!",0.9,"Garland successfully continues his mission to challenge audiences to grasp the humanity within a conflict, even among viewers whose politics may not agree."
warfare,https://www.rottentomatoes.com/m/warfare,"Tony Baker
Tony Baker Comedy",0.9,It's really a nice tribute to... those soldiers.
warfare,https://www.rottentomatoes.com/m/warfare,"Sean P. Means
The Movie Cricket",0.88,"Writer-directors Ray Mendoza and Alex Garland … create moments of chaos, blood and pain that are as close as I or any other civilian likely will want to be to the fight."
warfare,https://www.rottentomatoes.com/m/warfare,"Casey Chong
Casey's Movie Mania",0.6,Ray Mendoza and Alex Garland's stripped-down war movie is solely about the visual and sound aura.
warfare,https://www.rottentomatoes.com/m/warfare,"Victoria Luxford
City AM",0.8,"Shocking and urgent, Warfare may be one of the most affecting films you’ll see this year."
black_bag,https://www.rottentomatoes.com/m/black_bag,"Jeff Beck
The Blu Spot",0.6,"Black Bag features slick direction, impressive costume & production design, and a remarkably talented ensemble, but unfortunately it's held back just a little too much by David Koepp's slow-burning screenplay."
black_bag,https://www.rottentomatoes.com/m/black_bag,"Douglas Davidson
Elements of Madness",0.9,"... eschewing action sequences and gadgets for mind games, the success and failure of the film comes down to the performances and there are several remarkable ones, each one pulling the audience deeper into the intrigue until the only way out is through."
black_bag,https://www.rottentomatoes.com/m/black_bag,"Filipe Freitas
Always Good Movies",0.7,"Micro-aggressions, overt confrontations, cynical exchanges, and provocative mind games abound, all delivered with the right mix of irresistible glamour and disdainful coldness."
black_bag,https://www.rottentomatoes.com/m/black_bag,"Sean P. Means
The Movie Cricket",0.88,Soderbergh brings a coiled tension to the action and verbal gymnastics of “Black Bag.” … The best part is that Soderbergh does this all so seamlessly that a viewer can admire the technique while not losing the thread of the narrative.
black_bag,https://www.rottentomatoes.com/m/black_bag,"Reginald Ponder
The Garfield/Lawndale Voice",0.75,"This black bag might not fetch a “House of Mouwad” price point, but “Marc Jacobs” is nothing to sneeze at. Holding some jewels, snacks, and a few keys, this black bag is worth carrying—and surely worth peeking inside. Mysterious, complicated, and vicious."
a_minecraft_movie,https://www.rottentomatoes.com/m/a_minecraft_movie,"James Kendrick
Q Network Film Desk",0.75,"While it offers lots of visual wows and shout-outs to those in the know, the movie really works because of the absurd macho competitiveness-turned-bromance between Jack Black and Jason Momoa."
a_minecraft_movie,https://www.rottentomatoes.com/m/a_minecraft_movie,"David Nusair
Reel Film Reviews",0.38,"...a bona fide failure that could only appeal to either hardcore fans of the source material or very young, very undiscriminating children."
disneys_snow_white,https://www.rottentomatoes.com/m/disneys_snow_white,"Keith Phipps
The Reveal (Substack)
TOP CRITIC",0.4,[A] serviceable-enough reimagining of the classic film. Webb moves the action along.
disneys_snow_white,https://www.rottentomatoes.com/m/disneys_snow_white,"Lauren Veneziani
WBAL-TV (Baltimore)",0.7,"Rachel Zegler's voice is one of the best of any artist right now and her portrayal as Snow White is captivating, and as much as Gal Gadot physically looked the part of the Evil Queen, her performance was too messy and took me out of the film."
disneys_snow_white,https://www.rottentomatoes.com/m/disneys_snow_white,"Joe Friar
Fort Worth Report",0.62,"Rachel Zegler is the best part of the live-action remake. Gal Gadot is a bit stiff, and the songs are hit-and-miss. The movie looks spectacular and is best suited for families with young kids."
disneys_snow_white,https://www.rottentomatoes.com/m/disneys_snow_white,"Jackie K. Cooper
jackiekcooper.com",0.5,Somewhere between the animated version and the true life version the Disney magic was lost.
drop_2025,https://www.rottentomatoes.com/m/drop_2025,"Rachel Ho
Exclaim!",0.6,"'Drop' never goes so far as to follow the common B movie trope of cheesy-for-the-sake-of-cheesy, although the big final sequence could have benefitted greatly from an extra helping from the fromagerie."
drop_2025,https://www.rottentomatoes.com/m/drop_2025,"Sean P. Means
The Movie Cricket",0.75,"Landon embraces the inherent tension of creating a thriller all set in the confined space of the restaurant. … Unfortunately, Landon can’t sustain that constricted feeling for the whole run, and the action kind of goes off the rails [near the end]."
drop_2025,https://www.rottentomatoes.com/m/drop_2025,"Rendy Jones
Rendy Reviews",0.6,Pulse-pounding fun with style and the right amount of silly.
drop_2025,https://www.rottentomatoes.com/m/drop_2025,"KT Mahe
For Your Reference Podcast",0.7,Drop is a playful contrast on the trope of women in horror by taking charge and having fun with it. An end to end intense thriller.
drop_2025,https://www.rottentomatoes.com/m/drop_2025,"Paul Emmanuel Enicola
Movie-Blogger.com",0.6,"A first date gone completely off the rails, dripping with tension, tech paranoia, and a whole lot of very entertaining nonsense."
drop_2025,https://www.rottentomatoes.com/m/drop_2025,"Fico Cangiano
CineXpress",0.5,"A fun premise gets bogged down by a generic, weak second half. [Full review in Spanish]"
drop_2025,https://www.rottentomatoes.com/m/drop_2025,"Jeffrey Lyles
Lyles' Movie Files",0.8,Drop has a dastardly clever premise that the cast pulls off superbly making this a thriller well worth checking out.
drop_2025,https://www.rottentomatoes.com/m/drop_2025,"Mary Beth McAndrews
Dread Central",0.7,"‘Drop’ is a good time at the movies, a fast-paced thriller with talented leads, an intriguing story, and sleek cinematography."
companion_2025,https://www.rottentomatoes.com/m/companion_2025,"Jeff York
The Establishing Shot",1.0,"The entire cast is terrific, especially the two leads. And after this film and Heretic, I’m ready to be the president of the Sophie Thatcher Fan Club."
companion_2025,https://www.rottentomatoes.com/m/companion_2025,"Mattie Lucas
trans|cendental cinema",0.75,"First-time feature filmmaker Drew Hancock has assembled a terrific cast, providing an engaging science fiction backdrop that tackles real-world issues with a devious twist."
companion_2025,https://www.rottentomatoes.com/m/companion_2025,"Filipe Freitas
Always Good Movies",0.5,"Despite Thatcher’s committed performance and the film’s fluctuating emotional beats, Companion remains a shaky, average effort devoid of real suspense—an interesting idea bogged down by a literal-minded, mechanical, and somewhat draggy execution."
companion_2025,https://www.rottentomatoes.com/m/companion_2025,"Matt Brunson
Film Frenzy",0.75,What on the surface looks as if it could be yet another horror yarn off the Blumhouse assembly line is instead a cleverly scripted and zestfully performed fantasy-thriller.
companion_2025,https://www.rottentomatoes.com/m/companion_2025,"Douglas Davidson
Elements of Madness",0.8,"... it never stops pushing its thematic aspects or forgets where the heart lies, so the absurd functions as a delivery mechanism for entertainment and as an exploration of toxic relationships and the strength required to break free."
novocaine_2025,https://www.rottentomatoes.com/m/novocaine_2025,"Sean P. Means
The Movie Cricket",0.75,"Quaid is the son of stars Dennis Quaid and Meg Ryan, and it’s apparent that charisma is an inherited trait. He’s a pleasure to watch, and brings a lightness to a role that could get weirdly heavy."
novocaine_2025,https://www.rottentomatoes.com/m/novocaine_2025,"Harris Dang
Impulse Gamer",0.7,"Novocaine is a fun, exciting, and boisterously bloody time at the movies that takes its novel concept, runs with it with cartoonish glee, and is led by a charming pairing in Jack Quaid and Amber Midthunder. Recommended."
novocaine_2025,https://www.rottentomatoes.com/m/novocaine_2025,"Victoria Luxford
City AM",0.6,"Like Nathan himself, Novocaine takes modest resources and creates something unexpected. While unlikely to revolutionise the action genre, it’s a testament to how much can be done with the right lead and inventive storytelling."
novocaine_2025,https://www.rottentomatoes.com/m/novocaine_2025,"Tom Shone
Sunday Times (UK)",0.6,"Quaid has a killer grin as well as light comic timing, although you hope he goes on to better things."
a_working_man,https://www.rottentomatoes.com/m/a_working_man,"Kevin Carr
Fat Guys at the Movies",0.4,"What this movie does well is the fight sequences where Statham dispenses justice. At those moments, it’s exciting, visceral, and thrilling. What this movie doesn’t do well is… everything else."
a_working_man,https://www.rottentomatoes.com/m/a_working_man,"Lauren Veneziani
WBAL-TV (Baltimore)",0.6,"I'm always down for a Jason Statham action flick and as much as I wanted to love this one, it's not as strong as THE BEEKEEPER and moved much slower than his previous films."
a_working_man,https://www.rottentomatoes.com/m/a_working_man,"Jackie K. Cooper
jackiekcooper.com",0.6,Its a Jason Statham movie and for many that alone is enough.
a_working_man,https://www.rottentomatoes.com/m/a_working_man,"Elliott Collins
Movie Files",0.5,"While Statham's undeniably watchable presence offer some momentary thrills, the film's reliance on an over-the-top and convoluted plot and its disastrously weak villains ultimately transform it into a ridiculous, and unfortunately forgettable watch."
a_working_man,https://www.rottentomatoes.com/m/a_working_man,"Marie Asner
Phantom Tollbooth",0.6,“A Working Man” pulls together better than the usual snatch-and-grab-for-ransom films.
the_brutalist,https://www.rottentomatoes.com/m/the_brutalist,"Sheraz Farooqi
CinemaDebate",0.7,"Masterfully shot and directed, with a standout performances from Adrien Brody and Guy Pearce. Some of the themes and a chunk of the writing didn’t work for me, but the commentary on the failed American Dream is solid"
the_brutalist,https://www.rottentomatoes.com/m/the_brutalist,"Connor Lightbody
Screensphere",1.0,"The Brutalist is a stunner. A dream for cinephiles everywhere but this is the Holy Grail for film scholars: an instant, definitive entry into film canon."
the_brutalist,https://www.rottentomatoes.com/m/the_brutalist,"Yasser Medina
Cinefilia",0.6,"The drama features notable performances from Brody and Jones, but, despite its visual aesthetics, I have a sneaking suspicion that Corbet ends up demolishing the narrative like a building under construction. [Full review in Spanish]"
the_brutalist,https://www.rottentomatoes.com/m/the_brutalist,"Casey Chong
Casey's Movie Mania",0.8,"Brady Corbet's monumental, yet intimately told architectural epic explores the dark side of the American Dream."
the_brutalist,https://www.rottentomatoes.com/m/the_brutalist,"Nelson Acosta
Koimoi",0.8,The Brutalist is a long and portentous film that loses its way a bit in the second half but still manages to leave you in awe as you watch it unfold.
final_destination,https://www.rottentomatoes.com/m/final_destination,"Desmond Ryan
Philadelphia Inquirer
TOP CRITIC",0.38,Final Destination is as full of terrible acting as it is devoid of suspense.
final_destination,https://www.rottentomatoes.com/m/final_destination,"Jami Bernard
New York Daily News
TOP CRITIC",0.5,"Not likely to be showing on any in-flight screen soon is ""Final Destination,"" a mediocre fright-fest."
final_destination,https://www.rottentomatoes.com/m/final_destination,"Chris Kaltenbach
Baltimore Sun",0.5,"Halfway through the film, you'll find yourself wishing Death would simply hurry up and do its job."
final_destination,https://www.rottentomatoes.com/m/final_destination,"Alan French
Sunshine State Cineplex",0.7,"With Rube Goldberg hijinks, the mixture of comedy, shocking kills, and emerging talent helped Final Destination become a classic of 2000s horror."
the_order_2024,https://www.rottentomatoes.com/m/the_order_2024,"Pete Vonder Haar
Houston Press",0.8,Director Justin Kurzel mostly avoids comparison to current events — concentrating on the dissonance of violence among the serene surroundings — but the parallels are unavoidable nonetheless.
the_order_2024,https://www.rottentomatoes.com/m/the_order_2024,"Archi Sengupta
LeisureByte.com",0.9,"Jude Law and Nicholas Hoult deliver fantastic performances in The Order, a film that simultaneously breaks our hearts and fills it with terror over and over again."
the_order_2024,https://www.rottentomatoes.com/m/the_order_2024,"Enrique Abenia
Cinemanía (Spain)",0.7,"A thriller about the steps in crime and police movements that radiates solidity and strength, with which Jude Law and Nicholas Hoult have a lot to do with. [Full review in Spanish]"
the_order_2024,https://www.rottentomatoes.com/m/the_order_2024,"Juan Pablo Russo
EscribiendoCine",0.6,"The Order s a tense thriller, with a solid cast and a pace that keeps the viewer's interest. [Full review in Spanish]"
the_order_2024,https://www.rottentomatoes.com/m/the_order_2024,"Wenlei Ma
The Nightly (AU)
TOP CRITIC",0.7,"The Order doesn’t deploy any fancy tricks or ingenious twists, in some ways, it’s an old-fashioned throwback. That’s what makes it such a satisfying film. It is exactly what it says it is, and it does it with class and discipline."
the_order_2024,https://www.rottentomatoes.com/m/the_order_2024,"Laura Venning
Empire Magazine
TOP CRITIC",0.8,The Order is as tense and visceral as it is timely.
the_order_2024,https://www.rottentomatoes.com/m/the_order_2024,"Tom Meek
Cambridge Day",0.75,"The film doesn’t work without Law, who’s nearly unrecognizable as the disheveled, on-the-edge sort – his usual British charm and disarming accent are nowhere to be found."
the_ballad_of_wallis_island,https://www.rottentomatoes.com/m/the_ballad_of_wallis_island,"Lalo Ortega
Cine Premiere",0.7,"The Ballad of Wallis Island is a heartfelt comedy about loss, loneliness, and moving on. [Full review in Spanish]"
the_ballad_of_wallis_island,https://www.rottentomatoes.com/m/the_ballad_of_wallis_island,"Victor Stiff
Exclaim!",0.8,What sets 'The Ballad of Wallis Island' apart is its refusal to tie up every dangling plot thread in a neat little bow.
the_ballad_of_wallis_island,https://www.rottentomatoes.com/m/the_ballad_of_wallis_island,"Philip De Semlyen
Time Out
TOP CRITIC",0.8,"A bracing, windswept delight."
the_ballad_of_wallis_island,https://www.rottentomatoes.com/m/the_ballad_of_wallis_island,"Sean P. Means
The Movie Cricket",0.88,The droll chemistry between Basden and Key in their frequent scenes together suggests a comedic collaboration on the order of Fry & Laurie.
the_ballad_of_wallis_island,https://www.rottentomatoes.com/m/the_ballad_of_wallis_island,"Michael Cook
KLRT-TV",0.85,"This is an absolutely lovely, lovely film."
babygirl_2024,https://www.rottentomatoes.com/m/babygirl_2024,"Matt Brunson
Film Frenzy",0.5,"It makes cosmic sense that the same stretch of time that produced the grotesque post-election quote “Your body, my choice” would also yield a movie that too often (if inadvertently) encapsulates said message."
babygirl_2024,https://www.rottentomatoes.com/m/babygirl_2024,"Nelson Acosta
Koimoi",0.6,"Nicole Kidman and Harris Dickinson's sexy playtime in Babygirl seems to want to delve deeper into the characters' psyches, but it only does so at the surface level and gets boring."
captain_america_brave_new_world,https://www.rottentomatoes.com/m/captain_america_brave_new_world,"Douglas Davidson
Elements of Madness",0.6,... exploring the notions of legacy (the road traveled and the road yet to be paved) in a narrative that’s nowhere near as thrilling as it wants to be yet is no less thoughtful.
captain_america_brave_new_world,https://www.rottentomatoes.com/m/captain_america_brave_new_world,"Yasser Medina
Cinefilia",0.3,A hugely boring and unengaging superhero movie with its second-rate patriotic characters. [Full review in Spanish]
captain_america_brave_new_world,https://www.rottentomatoes.com/m/captain_america_brave_new_world,"Jeffrey M. Anderson
Combustible Celluloid",0.75,"It tries a little too hard to get things moving in the first act, and it does feel fairly slight overall, a Minor Marvel. But for the majority of its running time, it soars, largely thanks to Anthony Mackie's potent presence."
mickey_17,https://www.rottentomatoes.com/m/mickey_17,"Matt Brunson
Film Frenzy",0.75,"Oh Mickey, you’re so fine … just not as fine as most previous pics from Bong Joon Ho."
mickey_17,https://www.rottentomatoes.com/m/mickey_17,"Douglas Davidson
Elements of Madness",0.8,"With its extraordinary premise, one would expect great exaggerations in order to find its hilarity amid the absurd, yet, once more, Bong has created a tale that not only works on multiple levels, it reminds us that life has the meaning we ascribe to it."
mickey_17,https://www.rottentomatoes.com/m/mickey_17,"Jeff Beck
The Blu Spot",0.6,"There are indeed a lot of intriguing ideas in here, it's just a shame that none of them get their due in a film that's rather inspired, but ultimately overstuffed."
mickey_17,https://www.rottentomatoes.com/m/mickey_17,"Sean P. Means
The Movie Cricket",0.88,"Pattinson embraces the comic aspects of Mickey’s weird existence, and shows the evolution of Mickey’s heart and spine, even if it takes a few iterations to get it right."
mickey_17,https://www.rottentomatoes.com/m/mickey_17,"Adam Kempenaar
Filmspotting
TOP CRITIC",0.5,"But Mickey 17 doesn’t have Okja’s same level of compassion and humanity, nor is the critique of capitalism and class inequality as acidly rich as it is in Snowpiercer or Parasite."
mickey_17,https://www.rottentomatoes.com/m/mickey_17,"Ernesto Diezmartinez
Letras Libres",0.62,"Cinema is more than just one frame after another; it can serve as a warning of the world to come. Take Bong Joon-ho's ""Mickey 17,"" for example...[Full review in Spanish]"
conclave,https://www.rottentomatoes.com/m/conclave,"Ernesto Diezmartinez
Letras Libres",0.62,"The film works as an entertaining spy thriller set in the corridors of the Vatican, but also as a serene reflection on commitment, power and faith.[Full review in Spanish]"
conclave,https://www.rottentomatoes.com/m/conclave,"Grant Watson
Fiction Machine",1.0,"This is a handsomely staged film, peppered with fascinating ritual and detail, populated by a world-class cast, and focused almost entirely on human interaction and moral drama. It is truly sensational stuff."
conclave,https://www.rottentomatoes.com/m/conclave,"David Nusair
Reel Film Reviews",0.75,...benefits from its superb production design and raft of above-average performances...
conclave,https://www.rottentomatoes.com/m/conclave,"Nathanael Hood
Unseen Films",0.8,"""A tense thriller with a heart, a brain, and a soul."""
final_destination_5,https://www.rottentomatoes.com/m/final_destination_5,"Richard Propes
TheIndependentCritic.com",0.5,Nicholas D'Agosto is probably strongest among the cast here.
final_destination_5,https://www.rottentomatoes.com/m/final_destination_5,"Joshua Rothkopf
Time Out
TOP CRITIC",0.6,"Among this cast of unluckies, there is no future Jamie Lee Curtis. But you do take the film home with you -- to all your own toys -- and that's what decent horror is supposed to do."
final_destination_5,https://www.rottentomatoes.com/m/final_destination_5,"Steve Newton
Georgia Straight",0.6,"Though not a great horror film by any means, Final Destination 5 succeeds as a comedic splatter fest solely by sticking to Stephen King's old motto: 'If in doubt, gross 'em out.'"
final_destination_5,https://www.rottentomatoes.com/m/final_destination_5,"Ben Kendrick
Screen Rant",0.7,"Final Destination 5 benefits from smart 3D, but even in 2D, the set-pieces will satisfy -- presenting some of the most outrageous kill sequences in franchise history."
final_destination_5,https://www.rottentomatoes.com/m/final_destination_5,"Ali Gray
TheShiznit.co.uk",0.8,It's testament to the 2000 original that there's still so much mileage left in the 'death is coming for you' concept 11 years later.
the_wedding_banquet,https://www.rottentomatoes.com/m/the_wedding_banquet,"Brian Viner
Daily Mail (UK)",0.6,"The film is touching as well as funny, and despite a few dud notes, it mostly works very nicely."
the_wedding_banquet,https://www.rottentomatoes.com/m/the_wedding_banquet,"Sophie Butcher
Empire Magazine
TOP CRITIC",0.4,"Despite some sweet moments and strong on-screen talent, The Wedding Banquet’s off pacing and limited character development mean it ultimately falls flat."
the_wedding_banquet,https://www.rottentomatoes.com/m/the_wedding_banquet,"Laura Venning
Little White Lies
TOP CRITIC",0.8,"Where The Wedding Banquet really shines is in its characters, not only in its two romantic pairings that feel profoundly real, but also in subverting our expectations of its intergenerational relationships."
the_wedding_banquet,https://www.rottentomatoes.com/m/the_wedding_banquet,"Jake Wilson
Sydney Morning Herald
TOP CRITIC",0.6,"This is a broader, more straightforward crowd-pleaser than the first Wedding Banquet, which typically for Lee retained a degree of melancholy and reserve. Sometimes the characters are made to spell out their feelings all too bluntly..."
the_wedding_banquet,https://www.rottentomatoes.com/m/the_wedding_banquet,"Sean P. Means
The Movie Cricket",0.88,"Director Andrew Ahn does something slightly miraculous in “The Wedding Banquet,” by updating And Lee’s now-classic 1993 gay rom-com for our current moment while maintaining and even deepening its romantic spirit."
the_wedding_banquet,https://www.rottentomatoes.com/m/the_wedding_banquet,"Laura Delaney
RTÉ (Ireland)",0.8,"Blending subtle gags and quiet melancholy, the remake offers a fresh, affecting perspective on the story, peppered with loving homages to the original including an updated twist on the infamous banquet scene, now tailored for the Gen Z'ers."
the_wedding_banquet,https://www.rottentomatoes.com/m/the_wedding_banquet,"Clarisse Loughrey
Independent (UK)
TOP CRITIC",0.8,"The Wedding Banquet old and new may take different paths, but they end with the same conclusion: there is indefatigable strength in the chosen family."
the_assessment,https://www.rottentomatoes.com/m/the_assessment,"Tim Robey
Daily Telegraph (UK)
TOP CRITIC",0.4,"[Fleur Fortuné's] film feels icily disengaged from other people's ideas, pondering them at a remove – as an opportunity for the actors, a costume brief, a means to an end."
the_assessment,https://www.rottentomatoes.com/m/the_assessment,"Jonathan Romney
Financial Times
TOP CRITIC",0.6,"Written by Mrs & Mr Thomas (aka Nell Garfath-Cox and Dave Thomas), the film starts from a sharply focused premise, before turning increasingly wayward; it ends up feeling like a Black Mirror episode extended long beyond its punchline."
the_assessment,https://www.rottentomatoes.com/m/the_assessment,"Steve Morrissey
Radio Times",0.6,"If it had been twenty minutes shorter, the film would be a lot better, but this is still a cracking feature debut by director Fleur Fortune."
the_assessment,https://www.rottentomatoes.com/m/the_assessment,"Casey Chong
Casey's Movie Mania",0.7,Alicia Vikander steals the show in Fleur Fortuné's promising directorial debut.
the_assessment,https://www.rottentomatoes.com/m/the_assessment,"Alex Maidy
JoBlo's Movie Network",0.6,"I applaud the ambition of the film and some of the attempts to shock the audience, but it is not as fully realized to work as a satire, allegory, or indictment despite wanting to be all three."
small_things_like_these,https://www.rottentomatoes.com/m/small_things_like_these,"Graeme Tuckett
The Post NZ",0.9,"Small Things Like These is beautifully observed and deftly assembled. It is furious without raising its voice, and heartbreaking without ever resorting to melodrama. This film is an absolute gem, and you'll be happy you saw it."
small_things_like_these,https://www.rottentomatoes.com/m/small_things_like_these,"Andiee Paviour
Nobody's Reading This But Me",0.8,Director Tim Mielants frames a rural Ireland that is glacial and grey.
small_things_like_these,https://www.rottentomatoes.com/m/small_things_like_these,"Sandra Hall
The Age (Australia)
TOP CRITIC",0.8,"The ending is a little too abrupt for a film put together with such subtlety. Much is left unsaid, but if the script had gone any further, it would have had to embark on a sequel."
small_things_like_these,https://www.rottentomatoes.com/m/small_things_like_these,"Cain Noble-Davies
FILMINK (Australia)",0.88,… a bleak vision that reveals something glorious and shining ...
small_things_like_these,https://www.rottentomatoes.com/m/small_things_like_these,"Pablo Villaça
Cinema em Cena",0.6,"The movie knows how patience can be an important virtue in a work like this; it never accelerates its pace for fear of losing the viewer and, thus, it respects the main character´s own pace. [Full review in Portuguese]"
small_things_like_these,https://www.rottentomatoes.com/m/small_things_like_these,"Barbara Goslawski
Exclaim!",0.7,There's a quiet but gripping trepidation that lurks beneath the surface.
small_things_like_these,https://www.rottentomatoes.com/m/small_things_like_these,"Filipe Freitas
Always Good Movies",0.6,"I was touched in the end, but never got hooked during the narrative process. I wanted to feel more, I guess."
heart_eyes,https://www.rottentomatoes.com/m/heart_eyes,"Jeff Beck
The Blu Spot",0.5,"In the end, Heart Eyes ends up being just another rather generic slasher that didn't do nearly enough to stand out from the multitudes just like it."
heart_eyes,https://www.rottentomatoes.com/m/heart_eyes,"Jeffrey M. Anderson
Common Sense Media",0.8,"While its overall vibe is fairly familiar, this horror-romcom mashup is still quite clever, with a knowledge of and appreciation for both genres, as well as appealing and/or funny characters."
heart_eyes,https://www.rottentomatoes.com/m/heart_eyes,"Nicholas Bell
Fish Jelly Films (YouTube)",0.6,"Ruben reanimates slasher cliches via a charming rom-com jumpstart with Heart Eyes, a genre hybrid that's bloody fun. These eyes, they're dying."
heart_eyes,https://www.rottentomatoes.com/m/heart_eyes,"Alisha Mughal
Exclaim!",0.8,"A fun and breezy good time, maniacally twirling at the crossroads of slasher and rom-com."
heart_eyes,https://www.rottentomatoes.com/m/heart_eyes,"Casey Chong
Casey's Movie Mania",0.6,"A reasonably fun, though could-be-better mashup of rom-com and slasher tropes."
